"abbreviation"	"equation"	"lowbnd"	"uppbnd"	"obj_coef"
"SO4t2pp"	"h_p + so4_p --> h_c + so4_c"	0	1000	0
"EAR180y"	"h_c + toctd2eACP_c + nadph_c --> nadp_c + ocdcaACP_c"	0	1000	0
"AGPAT120"	"ddcaACP_c + 1ddecg3p_c --> pa120_c + ACP_c"	0	1000	0
"DHNAOT4"	"h_c + dhna_c + octdp_c --> ppi_c + 2dmmql8_c + co2_c"	0	1000	0
"AMPMS2"	"nad_c + air_c + h2o_c --> (3) h_c + 4ampm_c + nadh_c + (2) for_c"	0	1000	0
"DM_oxam_c"	"oxam_c --> "	0	1000	0
"ALR4x"	"h_c + nadh_c + acetol_c --> nad_c + 12ppd__R_c"	0	1000	0
"PGPP120"	"h2o_c + pgp120_c --> pi_c + pg120_c"	0	1000	0
"DAGK120"	"atp_c + 12dgr120_c --> h_c + adp_c + pa120_c"	0	1000	0
"ALLTNtex"	"alltn_e <==> alltn_p"	-1000	1000	0
"PSSA180"	"ser__L_c + cdpdodecg_c --> h_c + ps180_c + cmp_c"	0	1000	0
"ASNtex"	"asn__L_e <==> asn__L_p"	-1000	1000	0
"PSSA161"	"cdpdhdec9eg_c + ser__L_c --> h_c + ps161_c + cmp_c"	0	1000	0
"PSSA141"	"ser__L_c + cdpdtdec7eg_c --> h_c + cmp_c + ps141_c"	0	1000	0
"PSD160"	"h_c + ps160_c --> pe160_c + co2_c"	0	1000	0
"PSD161"	"h_c + ps161_c --> pe161_c + co2_c"	0	1000	0
"PSD180"	"h_c + ps180_c --> pe180_c + co2_c"	0	1000	0
"COLIPAabcpp"	"atp_c + h2o_c + colipa_c --> h_c + adp_c + pi_c + colipa_p"	0	1000	0
"LPLIPAL1G141pp"	"h2o_p + 1agpg141_p --> h_p + ttdcea_p + g3pg_p"	0	1000	0
"LPLIPAL1G180pp"	"h2o_p + 1agpg180_p --> h_p + ocdca_p + g3pg_p"	0	1000	0
"LPLIPAL1G181pp"	"h2o_p + 1agpg181_p --> ocdcea_p + h_p + g3pg_p"	0	1000	0
"ACONIs"	"acon_T_c <==> acon_C_c"	-1000	1000	0
"ACONTb"	"h2o_c + acon_C_c <==> icit_c"	-1000	1000	0
"GLCP2"	"pi_c + bglycogen_c --> g1p_c"	0	1000	0
"F6Pt6_2pp"	"(2) pi_c + f6p_p --> f6p_c + (2) pi_p"	0	1000	0
"PPALtpp"	"ppal_c <==> ppal_p"	-1000	1000	0
"PLIPA2A140pp"	"h2o_p + pa140_p --> h_p + ttdca_p + 1tdecg3p_p"	0	1000	0
"PLIPA2A141pp"	"h2o_p + pa141_p --> h_p + ttdcea_p + 1tdec7eg3p_p"	0	1000	0
"PLIPA2A180pp"	"h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p"	0	1000	0
"GAM6Pt6_2pp"	"(2) pi_c + gam6p_p --> gam6p_c + (2) pi_p"	0	1000	0
"PLIPA2E141pp"	"h2o_p + pe141_p --> h_p + ttdcea_p + 1agpe141_p"	0	1000	0
"FE3HOXabcpp"	"atp_c + h2o_c + fe3hox_p --> h_c + adp_c + pi_c + fe3hox_c"	0	1000	0
"PLIPA2E181pp"	"h2o_p + pe181_p --> ocdcea_p + 1agpe181_p + h_p"	0	1000	0
"PLIPA2G140pp"	"h2o_p + pg140_p --> h_p + ttdca_p + 1agpg140_p"	0	1000	0
"PPALtex"	"ppal_e <==> ppal_p"	-1000	1000	0
"CA2tex"	"ca2_e <==> ca2_p"	-1000	1000	0
"CUtex"	"cu_e <==> cu_p"	-1000	1000	0
"3HAD161"	"3hcpalm9eACP_c --> t3c9palmeACP_c + h2o_c"	0	1000	0
"PLIPA2G160pp"	"h2o_p + pg160_p --> hdca_p + h_p + 1agpg160_p"	0	1000	0
"CU1Opp"	"(4) h_p + o2_p + (4) cu_p --> (4) cu2_p + (2) h2o_p"	0	1000	0
"PLIPA2G181pp"	"h2o_p + pg181_p --> 1agpg181_p + ocdcea_p + h_p"	0	1000	0
"SUCDi"	"q8_c + succ_c --> q8h2_c + fum_c"	0	1000	0
"FADRx2"	"h_c + nadph_c + fad_c --> fadh2_c + nadp_c"	0	1000	0
"LPLIPAL1E141pp"	"h2o_p + 1agpe141_p --> h_p + g3pe_p + ttdcea_p"	0	1000	0
"LALDO2x"	"h_c + mthgxl_c + nadh_c --> nad_c + lald__D_c"	0	1000	0
"12PPDRtex"	"12ppd__R_e <==> 12ppd__R_p"	-1000	1000	0
"LPLIPAL1E160pp"	"h2o_p + 1agpe160_p --> hdca_p + h_p + g3pe_p"	0	1000	0
"LPLIPAL1E180pp"	"h2o_p + 1agpe180_p --> h_p + g3pe_p + ocdca_p"	0	1000	0
"ASNS1"	"asp__L_c + atp_c + gln__L_c + h2o_c --> h_c + ppi_c + glu__L_c + amp_c + asn__L_c"	0	1000	0
"EAR80y"	"h_c + toct2eACP_c + nadph_c --> nadp_c + ocACP_c"	0	1000	0
"EAR120y"	"h_c + tddec2eACP_c + nadph_c --> nadp_c + ddcaACP_c"	0	1000	0
"3OAR181"	"h_c + 3ocvac11eACP_c + nadph_c --> nadp_c + 3hcvac11eACP_c"	0	1000	0
"3HAD121"	"3hcddec5eACP_c --> t3c5ddeceACP_c + h2o_c"	0	1000	0
"EAR121y"	"h_c + t3c5ddeceACP_c + nadph_c --> nadp_c + cddec5eACP_c"	0	1000	0
"LPLIPAL1E181pp"	"h2o_p + 1agpe181_p --> ocdcea_p + h_p + g3pe_p"	0	1000	0
"LPLIPAL1G160pp"	"h2o_p + 1agpg160_p --> hdca_p + h_p + g3pg_p"	0	1000	0
"LPLIPAL1G161pp"	"h2o_p + 1agpg161_p --> h_p + g3pg_p + hdcea_p"	0	1000	0
"GTHRDHpp"	"h2o_p + gthrd_p --> cgly_p + glu__L_p"	0	1000	0
"EX_o2_e"	"o2_e <==> "	-1000	1000	0
"PROGLYtex"	"progly_e <==> progly_p"	-1000	1000	0
"EX_progly_e"	"progly_e --> "	0	1000	0
"MDDCP2pp"	"h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p"	0	1000	0
"LPLIPAL1G120pp"	"h2o_p + 1agpg120_p --> h_p + g3pg_p + ddca_p"	0	1000	0
"PLIPA2E140pp"	"pe140_p + h2o_p --> h_p + ttdca_p + 1agpe140_p"	0	1000	0
"PLIPA2E160pp"	"h2o_p + pe160_p --> hdca_p + h_p + 1agpe160_p"	0	1000	0
"PLIPA2A161pp"	"h2o_p + pa161_p --> h_p + 1hdec9eg3p_p + hdcea_p"	0	1000	0
"PLIPA2A181pp"	"h2o_p + pa181_p --> ocdcea_p + h_p + 1odec11eg3p_p"	0	1000	0
"F6Ptex"	"f6p_e <==> f6p_p"	-1000	1000	0
"MDDCP3pp"	"murein5p5p_p + h2o_p --> murein5p4p_p + ala__D_p"	0	1000	0
"EAR140x"	"h_c + tmrs2eACP_c + nadh_c --> nad_c + myrsACP_c"	0	1000	0
"EAR40y"	"h_c + nadph_c + but2eACP_c --> butACP_c + nadp_c"	0	1000	0
"GAMAN6Ptex"	"gam6p_e <==> gam6p_p"	-1000	1000	0
"EX_gal_bD_e"	"gal_bD_e --> "	0	1000	0
"3OAS181"	"h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + co2_c + ACP_c"	0	1000	0
"EAR161y"	"h_c + t3c9palmeACP_c + nadph_c --> hdeACP_c + nadp_c"	0	1000	0
"G3PAT140"	"glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c"	0	1000	0
"G3PAT160"	"glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c"	0	1000	0
"G3PAT161"	"glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c"	0	1000	0
"AGPAT160"	"1hdecg3p_c + palmACP_c --> pa160_c + ACP_c"	0	1000	0
"AGPAT140"	"1tdecg3p_c + myrsACP_c --> pa140_c + ACP_c"	0	1000	0
"PGSA160"	"glyc3p_c + cdpdhdecg_c --> h_c + pgp160_c + cmp_c"	0	1000	0
"MLDCP2Bpp"	"h2o_p + murein4p3p_p --> murein3p3p_p + ala__D_p"	0	1000	0
"3OAS140"	"h_c + ddcaACP_c + malACP_c --> 3omrsACP_c + co2_c + ACP_c"	0	1000	0
"3OAR140"	"h_c + nadph_c + 3omrsACP_c <==> nadp_c + 3hmrsACP_c"	-1000	1000	0
"CDAPPA140"	"cdpdtdecg_c + h2o_c --> (2) h_c + pa140_c + cmp_c"	0	1000	0
"MLDCP1App"	"h2o_p + murein5px4p_p --> murein3px4p_p + alaala_p"	0	1000	0
"EAR160y"	"h_c + tpalm2eACP_c + nadph_c --> nadp_c + palmACP_c"	0	1000	0
"3OAR160"	"h_c + nadph_c + 3opalmACP_c <==> nadp_c + 3hpalmACP_c"	-1000	1000	0
"PDE4"	"h2o_c + 35cgmp_c --> h_c + gmp_c"	0	1000	0
"PGSA161"	"cdpdhdec9eg_c + glyc3p_c --> h_c + pgp161_c + cmp_c"	0	1000	0
"3HAD181"	"3hcvac11eACP_c --> t3c11vaceACP_c + h2o_c"	0	1000	0
"PGPP160"	"pgp160_c + h2o_c --> pi_c + pg160_c"	0	1000	0
"EAR100y"	"h_c + tdec2eACP_c + nadph_c --> nadp_c + dcaACP_c"	0	1000	0
"3OAR141"	"h_c + nadph_c + 3ocmrs7eACP_c --> nadp_c + 3hcmrs7eACP_c"	0	1000	0
"3OAR161"	"h_c + 3ocpalm9eACP_c + nadph_c --> 3hcpalm9eACP_c + nadp_c"	0	1000	0
"3HAD141"	"3hcmrs7eACP_c --> t3c7mrseACP_c + h2o_c"	0	1000	0
"EAR121x"	"h_c + t3c5ddeceACP_c + nadh_c --> nad_c + cddec5eACP_c"	0	1000	0
"PGPP180"	"h2o_c + pgp180_c --> pi_c + pg180_c"	0	1000	0
"PGPP161"	"pgp161_c + h2o_c --> pg161_c + pi_c"	0	1000	0
"PGPP181"	"h2o_c + pgp181_c --> pi_c + pg181_c"	0	1000	0
"PSD140"	"h_c + ps140_c --> pe140_c + co2_c"	0	1000	0
"MICITDr"	"2mcacn_c + h2o_c <==> micit_c"	-1000	1000	0
"CDAPPA180"	"cdpdodecg_c + h2o_c --> (2) h_c + pa180_c + cmp_c"	0	1000	0
"AGM4PH"	"anhgm4p_c + h2o_c --> acgam_c + anhm4p_c"	0	1000	0
"NTP12"	"xtp_c + h2o_c --> h_c + pi_c + xdp_c"	0	1000	0
"PE141abcpp"	"atp_c + pe141_c + h2o_c --> h_c + adp_c + pi_c + pe141_p"	0	1000	0
"CDAPPA181"	"cdpdodec11eg_c + h2o_c --> (2) h_c + pa181_c + cmp_c"	0	1000	0
"PGSA140"	"glyc3p_c + cdpdtdecg_c --> h_c + pgp140_c + cmp_c"	0	1000	0
"LPLIPAL1A141pp"	"h2o_p + 1tdec7eg3p_p --> h_p + ttdcea_p + glyc3p_p"	0	1000	0
"LPLIPAL1A180pp"	"1odecg3p_p + h2o_p --> h_p + ocdca_p + glyc3p_p"	0	1000	0
"LPLIPAL1E140pp"	"h2o_p + 1agpe140_p --> h_p + g3pe_p + ttdca_p"	0	1000	0
"LPLIPAL1E161pp"	"h2o_p + 1agpe161_p --> h_p + g3pe_p + hdcea_p"	0	1000	0
"LPLIPAL1G140pp"	"h2o_p + 1agpg140_p --> h_p + ttdca_p + g3pg_p"	0	1000	0
"PE160abcpp"	"atp_c + pe160_c + h2o_c --> h_c + adp_c + pi_c + pe160_p"	0	1000	0
"PE161abcpp"	"atp_c + h2o_c + pe161_c --> h_c + adp_c + pi_c + pe161_p"	0	1000	0
"PSD141"	"h_c + ps141_c --> pe141_c + co2_c"	0	1000	0
"PG140abcpp"	"atp_c + h2o_c + pg140_c --> h_c + adp_c + pi_c + pg140_p"	0	1000	0
"PG141abcpp"	"atp_c + h2o_c + pg141_c --> h_c + pg141_p + adp_c + pi_c"	0	1000	0
"ACONTa"	"cit_c <==> h2o_c + acon_C_c"	-1000	1000	0
"MLDCP2App"	"murein5p5p_p + h2o_p --> alaala_p + murein5p3p_p"	0	1000	0
"12DGR140tipp"	"12dgr140_p --> 12dgr140_c"	0	1000	0
"PG180abcpp"	"atp_c + pg180_c + h2o_c --> h_c + adp_c + pi_c + pg180_p"	0	1000	0
"12DGR160tipp"	"12dgr160_p --> 12dgr160_c"	0	1000	0
"PG181abcpp"	"atp_c + h2o_c + pg181_c --> h_c + adp_c + pi_c + pg181_p"	0	1000	0
"AM4PA"	"anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c"	0	1000	0
"PGP141abcpp"	"pgp141_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pgp141_p"	0	1000	0
"PGP160abcpp"	"atp_c + pgp160_c + h2o_c --> h_c + pgp160_p + adp_c + pi_c"	0	1000	0
"12DGR180tipp"	"12dgr180_p --> 12dgr180_c"	0	1000	0
"PGPP120pp"	"h2o_p + pgp120_p --> pg120_p + pi_p"	0	1000	0
"PGPP181pp"	"h2o_p + pgp181_p --> pg181_p + pi_p"	0	1000	0
"CLPNH120pp"	"clpn120_p + h2o_p --> h_p + pa120_p + pg120_p"	0	1000	0
"PGP180abcpp"	"atp_c + h2o_c + pgp180_c --> h_c + adp_c + pi_c + pgp180_p"	0	1000	0
"EX_dump_e"	"dump_e --> "	0	1000	0
"PAPA181pp"	"h2o_p + pa181_p --> 12dgr181_p + pi_p"	0	1000	0
"PA140abcpp"	"pa140_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pa140_p"	0	1000	0
"CLPNH140pp"	"h2o_p + clpn140_p --> h_p + pg140_p + pa140_p"	0	1000	0
"EX_12ppd_R_e"	"12ppd__R_e --> "	0	1000	0
"PGSA181"	"glyc3p_c + cdpdodec11eg_c --> h_c + cmp_c + pgp181_c"	0	1000	0
"PGPP140"	"pgp140_c + h2o_c --> pi_c + pg140_c"	0	1000	0
"PGPP141"	"pgp141_c + h2o_c --> pi_c + pg141_c"	0	1000	0
"MDDCP5pp"	"h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p"	0	1000	0
"MLTGY3pp"	"murein3p3p_p --> (2) anhgm3p_p"	0	1000	0
"12DGR120tipp"	"12dgr120_p --> 12dgr120_c"	0	1000	0
"MDDCP4pp"	"h2o_p + murein5p4p_p --> murein4p4p_p + ala__D_p"	0	1000	0
"CLPNS140pp"	"(2) pg140_p <==> clpn140_p + glyc_p"	-1000	1000	0
"CLPNS141pp"	"(2) pg141_p <==> clpn141_p + glyc_p"	-1000	1000	0
"G3PAT180"	"glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c"	0	1000	0
"EX_o2s_e"	"o2s_e --> "	0	1000	0
"PLIPA1G160pp"	"h2o_p + pg160_p --> hdca_p + h_p + 2agpg160_p"	0	1000	0
"PG120abcpp"	"pg120_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pg120_p"	0	1000	0
"EX_gal1p_e"	"gal1p_e --> "	0	1000	0
"PE140abcpp"	"atp_c + h2o_c + pe140_c --> h_c + pe140_p + adp_c + pi_c"	0	1000	0
"CFAS160E"	"(2) amet_c + pe161_c --> (2) h_c + cpe160_c + (2) ahcys_c"	0	1000	0
"PLIPA1G141pp"	"h2o_p + pg141_p --> h_p + ttdcea_p + 2agpg141_p"	0	1000	0
"LPLIPAL2E160"	"2agpe160_c + h2o_c --> h_c + g3pe_c + hdca_c"	0	1000	0
"LPLIPAL2G140"	"2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c"	0	1000	0
"LPLIPAL2G160"	"2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c"	0	1000	0
"CFAS180E"	"(2) amet_c + pe181_c --> (2) h_c + (2) ahcys_c + cpe180_c"	0	1000	0
"EX_dcmp_e"	"dcmp_e --> "	0	1000	0
"CFAS180G"	"(2) amet_c + pg181_c --> (2) h_c + (2) ahcys_c + cpg180_c"	0	1000	0
"PAPA160"	"pa160_c + h2o_c --> pi_c + 12dgr160_c"	0	1000	0
"2AGPE140tipp"	"2agpe140_p --> 2agpe140_c"	0	1000	0
"2AGPE160tipp"	"2agpe160_p --> 2agpe160_c"	0	1000	0
"2AGPE180tipp"	"2agpe180_p --> 2agpe180_c"	0	1000	0
"PAPA180"	"h2o_c + pa180_c --> pi_c + 12dgr180_c"	0	1000	0
"PAPA181"	"pa181_c + h2o_c --> pi_c + 12dgr181_c"	0	1000	0
"2AGPE141tipp"	"2agpe141_p --> 2agpe141_c"	0	1000	0
"2AGPE161tipp"	"2agpe161_p --> 2agpe161_c"	0	1000	0
"EX_23ccmp_e"	"23ccmp_e --> "	0	1000	0
"2AGPA161tipp"	"2hdec9eg3p_p --> 2hdec9eg3p_c"	0	1000	0
"2AGPA181tipp"	"2odec11eg3p_p --> 2odec11eg3p_c"	0	1000	0
"2AGPG120tipp"	"2agpg120_p --> 2agpg120_c"	0	1000	0
"LPLIPAL2G120"	"2agpg120_c + h2o_c --> g3pg_c + h_c + ddca_c"	0	1000	0
"PA141abcpp"	"pa141_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pa141_p"	0	1000	0
"PETNT161pp"	"lipa_p + pe161_p --> enlipa_p + 12dgr161_p"	0	1000	0
"PSSA160"	"ser__L_c + cdpdhdecg_c --> h_c + ps160_c + cmp_c"	0	1000	0
"PSSA181"	"ser__L_c + cdpdodec11eg_c --> h_c + ps181_c + cmp_c"	0	1000	0
"DAGK140"	"atp_c + 12dgr140_c --> h_c + adp_c + pa140_c"	0	1000	0
"DAGK160"	"atp_c + 12dgr160_c --> pa160_c + h_c + adp_c"	0	1000	0
"DAGK141"	"atp_c + 12dgr141_c --> h_c + pa141_c + adp_c"	0	1000	0
"DAGK161"	"atp_c + 12dgr161_c --> h_c + adp_c + pa161_c"	0	1000	0
"AGPAT181"	"1odec11eg3p_c + octeACP_c --> pa181_c + ACP_c"	0	1000	0
"PA161abcpp"	"atp_c + pa161_c + h2o_c --> h_c + adp_c + pi_c + pa161_p"	0	1000	0
"PA180abcpp"	"atp_c + h2o_c + pa180_c --> h_c + adp_c + pi_c + pa180_p"	0	1000	0
"PGPP161pp"	"h2o_p + pgp161_p --> pg161_p + pi_p"	0	1000	0
"PE120abcpp"	"atp_c + pe120_c + h2o_c --> h_c + pe120_p + adp_c + pi_c"	0	1000	0
"MDDEP3pp"	"h2o_p + murein5px4p_p --> murein5p4p_p"	0	1000	0
"MDDEP4pp"	"h2o_p + murein4px4px4p_p --> murein4px4p4p_p"	0	1000	0
"PE180abcpp"	"atp_c + h2o_c + pe180_c --> h_c + adp_c + pi_c + pe180_p"	0	1000	0
"PAPA140"	"pa140_c + h2o_c --> pi_c + 12dgr140_c"	0	1000	0
"MLTGY1pp"	"murein4p4p_p --> (2) anhgm4p_p"	0	1000	0
"EX_3cmp_e"	"3cmp_e --> "	0	1000	0
"CGLYtex"	"cgly_e <==> cgly_p"	-1000	1000	0
"3HAD40"	"3haACP_c --> h2o_c + but2eACP_c"	0	1000	0
"PLIPA1E141pp"	"h2o_p + pe141_p --> h_p + 2agpe141_p + ttdcea_p"	0	1000	0
"3OAS60"	"h_c + butACP_c + malACP_c --> 3ohexACP_c + co2_c + ACP_c"	0	1000	0
"3OAS160"	"h_c + malACP_c + myrsACP_c --> 3opalmACP_c + co2_c + ACP_c"	0	1000	0
"PAPA141"	"pa141_c + h2o_c --> pi_c + 12dgr141_c"	0	1000	0
"PAPA161"	"pa161_c + h2o_c --> pi_c + 12dgr161_c"	0	1000	0
"GTHOXtex"	"gthox_e <==> gthox_p"	-1000	1000	0
"DSBAO1"	"dsbard_p + q8_c --> q8h2_c + dsbaox_p"	0	1000	0
"DSBAO2"	"dsbard_p + mqn8_c --> dsbaox_p + mql8_c"	0	1000	0
"DSBDR"	"dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c"	0	1000	0
"TDSR1"	"dsbdrd_c + dsbcox_p --> dsbdox_c + dsbcrd_p"	0	1000	0
"CGLYabcpp"	"atp_c + cgly_p + h2o_c --> h_c + cgly_c + adp_c + pi_c"	0	1000	0
"PLIPA2A120pp"	"h2o_p + pa120_p --> 1ddecg3p_p + h_p + ddca_p"	0	1000	0
"PLIPA2A160pp"	"h2o_p + pa160_p --> hdca_p + h_p + 1hdecg3p_p"	0	1000	0
"CLPNH180pp"	"h2o_p + clpn180_p --> h_p + pg180_p + pa180_p"	0	1000	0
"3OAR60"	"3ohexACP_c + h_c + nadph_c <==> nadp_c + 3hhexACP_c"	-1000	1000	0
"3OAR80"	"h_c + nadph_c + 3ooctACP_c <==> 3hoctACP_c + nadp_c"	-1000	1000	0
"MLDCP3App"	"h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p"	0	1000	0
"MLDCP1Bpp"	"h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p"	0	1000	0
"2AGPE181tipp"	"2agpe181_p --> 2agpe181_c"	0	1000	0
"2AGPA140tipp"	"2tdecg3p_p --> 2tdecg3p_c"	0	1000	0
"LPLIPAL2E120"	"2agpe120_c + h2o_c --> h_c + g3pe_c + ddca_c"	0	1000	0
"EAR100x"	"h_c + tdec2eACP_c + nadh_c --> nad_c + dcaACP_c"	0	1000	0
"EAR120x"	"h_c + tddec2eACP_c + nadh_c --> nad_c + ddcaACP_c"	0	1000	0
"EAR160x"	"h_c + tpalm2eACP_c + nadh_c --> nad_c + palmACP_c"	0	1000	0
"2AGPA160tipp"	"2hdecg3p_p --> 2hdecg3p_c"	0	1000	0
"ATHRDHr"	"nadp_c + athr__L_c <==> h_c + 2aobut_c + nadph_c"	-1000	1000	0
"2AGPA180tipp"	"2odecg3p_p --> 2odecg3p_c"	0	1000	0
"2AGPA141tipp"	"2tdec7eg3p_p --> 2tdec7eg3p_c"	0	1000	0
"EAR140y"	"h_c + tmrs2eACP_c + nadph_c --> nadp_c + myrsACP_c"	0	1000	0
"3OAS121"	"h_c + malACP_c + cdec3eACP_c --> 3ocddec5eACP_c + co2_c + ACP_c"	0	1000	0
"3OAS80"	"h_c + hexACP_c + malACP_c --> co2_c + 3ooctACP_c + ACP_c"	0	1000	0
"3OAS100"	"h_c + ocACP_c + malACP_c --> 3odecACP_c + co2_c + ACP_c"	0	1000	0
"3OAS120"	"h_c + dcaACP_c + malACP_c --> 3oddecACP_c + co2_c + ACP_c"	0	1000	0
"LSERDHr"	"ser__L_c + nadp_c <==> h_c + 2amsa_c + nadph_c"	-1000	1000	0
"3OAR40"	"h_c + actACP_c + nadph_c <==> nadp_c + 3haACP_c"	-1000	1000	0
"3OAR100"	"h_c + 3odecACP_c + nadph_c <==> nadp_c + 3hdecACP_c"	-1000	1000	0
"DSERDHr"	"nadp_c + ser__D_c <==> h_c + 2amsa_c + nadph_c"	-1000	1000	0
"3HAD60"	"3hhexACP_c --> thex2eACP_c + h2o_c"	0	1000	0
"3HAD100"	"3hdecACP_c --> tdec2eACP_c + h2o_c"	0	1000	0
"3HAD140"	"3hmrsACP_c --> h2o_c + tmrs2eACP_c"	0	1000	0
"3HAD160"	"3hpalmACP_c --> tpalm2eACP_c + h2o_c"	0	1000	0
"EX_urate_e"	"urate_e --> "	0	1000	0
"PSD120"	"h_c + ps120_c --> pe120_c + co2_c"	0	1000	0
"AGPAT180"	"ocdcaACP_c + 1odecg3p_c --> pa180_c + ACP_c"	0	1000	0
"AGPAT141"	"tdeACP_c + 1tdec7eg3p_c --> pa141_c + ACP_c"	0	1000	0
"PAPA120"	"h2o_c + pa120_c --> pi_c + 12dgr120_c"	0	1000	0
"EX_skm_e"	"skm_e --> "	0	1000	0
"EX_cpgn_un_e"	"cpgn_un_e --> "	0	1000	0
"MDDEP1pp"	"h2o_p + murein4px4p_p --> murein4p4p_p"	0	1000	0
"MDDEP2pp"	"murein3px4p_p + h2o_p --> murein4p3p_p"	0	1000	0
"AGPAT161"	"hdeACP_c + 1hdec9eg3p_c --> pa161_c + ACP_c"	0	1000	0
"DASYN120"	"h_c + ctp_c + pa120_c --> cdpdddecg_c + ppi_c"	0	1000	0
"EAR40x"	"h_c + but2eACP_c + nadh_c --> nad_c + butACP_c"	0	1000	0
"EAR60y"	"h_c + thex2eACP_c + nadph_c --> hexACP_c + nadp_c"	0	1000	0
"MLDEP1pp"	"h2o_p + murein3px3p_p --> murein3p3p_p"	0	1000	0
"PSD181"	"h_c + ps181_c --> pe181_c + co2_c"	0	1000	0
"DAGK180"	"atp_c + 12dgr180_c --> h_c + adp_c + pa180_c"	0	1000	0
"DAGK181"	"atp_c + 12dgr181_c --> h_c + pa181_c + adp_c"	0	1000	0
"MLDEP2pp"	"h2o_p + murein5px3p_p --> murein5p3p_p"	0	1000	0
"EX_ag_e"	"ag_e --> "	0	1000	0
"MLTGY2pp"	"murein4p3p_p --> anhgm4p_p + anhgm3p_p"	0	1000	0
"PLIPA2E120pp"	"h2o_p + pe120_p --> h_p + 1agpe120_p + ddca_p"	0	1000	0
"PLIPA2G141pp"	"h2o_p + pg141_p --> h_p + ttdcea_p + 1agpg141_p"	0	1000	0
"MLTGY4pp"	"murein4px4p4p_p --> anhgm4p_p + murein4px4p_p"	0	1000	0
"EAR60x"	"h_c + thex2eACP_c + nadh_c --> hexACP_c + nad_c"	0	1000	0
"PLIPA2G161pp"	"h2o_p + pg161_p --> h_p + 1agpg161_p + hdcea_p"	0	1000	0
"EX_cys_D_e"	"cys__D_e --> "	0	1000	0
"LPLIPAL1A120pp"	"1ddecg3p_p + h2o_p --> h_p + ddca_p + glyc3p_p"	0	1000	0
"LPLIPAL1A140pp"	"h2o_p + 1tdecg3p_p --> h_p + ttdca_p + glyc3p_p"	0	1000	0
"EAR80x"	"h_c + toct2eACP_c + nadh_c --> nad_c + ocACP_c"	0	1000	0
"PE181abcpp"	"atp_c + pe181_c + h2o_c --> h_c + adp_c + pi_c + pe181_p"	0	1000	0
"12DGR161tipp"	"12dgr161_p --> 12dgr161_c"	0	1000	0
"12DGR181tipp"	"12dgr181_p --> 12dgr181_c"	0	1000	0
"NTP11"	"ditp_c + h2o_c --> h_c + pi_c + didp_c"	0	1000	0
"LPLIPAL1A181pp"	"h2o_p + 1odec11eg3p_p --> ocdcea_p + h_p + glyc3p_p"	0	1000	0
"LPLIPAL1E120pp"	"h2o_p + 1agpe120_p --> h_p + g3pe_p + ddca_p"	0	1000	0
"3OAR180"	"h_c + nadph_c + 3ooctdACP_c <==> 3hoctaACP_c + nadp_c"	-1000	1000	0
"G3PAT120"	"glyc3p_c + ddcaACP_c --> 1ddecg3p_c + ACP_c"	0	1000	0
"PGSA120"	"cdpdddecg_c + glyc3p_c --> h_c + cmp_c + pgp120_c"	0	1000	0
"3OAS180"	"h_c + malACP_c + palmACP_c --> 3ooctdACP_c + co2_c + ACP_c"	0	1000	0
"3HAD180"	"3hoctaACP_c --> toctd2eACP_c + h2o_c"	0	1000	0
"CDAPPA120"	"cdpdddecg_c + h2o_c --> (2) h_c + pa120_c + cmp_c"	0	1000	0
"TDSR2"	"dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p"	0	1000	0
"EX_acser_e"	"acser_e --> "	0	1000	0
"GTHRDtex"	"gthrd_e <==> gthrd_p"	-1000	1000	0
"GTHRDabc2pp"	"gthrd_c + atp_c + h2o_c --> h_c + adp_c + pi_c + gthrd_p"	0	1000	0
"OMMBLHX3"	"nad_c + (2) atp_c + (3) h2o_c + 2ommbl_c --> (3) h_c + (2) adp_c + (2) pi_c + 2omhmbl_c + nadh_c"	0	1000	0
"PSSA120"	"cdpdddecg_c + ser__L_c --> h_c + ps120_c + cmp_c"	0	1000	0
"UM4PL"	"uamr_c + atp_c + LalaDgluMdapDala_c --> h_c + adp_c + pi_c + um4p_c"	0	1000	0
"2MAHMP"	"h2o_c + 2mahmp_c --> h_c + 4ampm_c + pi_c"	0	1000	0
"EX_cu_e"	"cu_e --> "	0	1000	0
